X.Date.Time,Year,Month,Day,Time,Temp...C.,Temp.Flag,Dew.Point.Temp...C.,Dew.Point.Temp.Flag,Rel.Hum....,Rel.Hum.Flag,Wind.Dir..10s.deg.,Wind.Dir.Flag,Wind.Spd..km.h.,Wind.Spd.Flag,Visibility..km.,Visibility.Flag,Stn.Press..kPa.,Stn.Press.Flag,Hmdx,Hmdx.Flag,Wind.Chill,Wind.Chill.Flag,Weather.,X.U.FEFF..Station.Name.,X.Province.
2017-03-07 00:00,2017,3,7,00:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 01:00,2017,3,7,01:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 02:00,2017,3,7,02:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 03:00,2017,3,7,03:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 04:00,2017,3,7,04:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 05:00,2017,3,7,05:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 06:00,2017,3,7,06:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 07:00,2017,3,7,07:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 08:00,2017,3,7,08:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 09:00,2017,3,7,09:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 10:00,2017,3,7,10:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 11:00,2017,3,7,11:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 12:00,2017,3,7,12:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 13:00,2017,3,7,13:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 14:00,2017,3,7,14:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 15:00,2017,3,7,15:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 16:00,2017,3,7,16:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 17:00,2017,3,7,17:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 18:00,2017,3,7,18:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 19:00,2017,3,7,19:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 20:00,2017,3,7,20:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 21:00,2017,3,7,21:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 22:00,2017,3,7,22:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-07 23:00,2017,3,7,23:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 00:00,2017,3,8,00:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 01:00,2017,3,8,01:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 02:00,2017,3,8,02:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 03:00,2017,3,8,03:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 04:00,2017,3,8,04:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 05:00,2017,3,8,05:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 06:00,2017,3,8,06:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 07:00,2017,3,8,07:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 08:00,2017,3,8,08:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 09:00,2017,3,8,09:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 10:00,2017,3,8,10:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 11:00,2017,3,8,11:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 12:00,2017,3,8,12:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 13:00,2017,3,8,13:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 14:00,2017,3,8,14:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 15:00,2017,3,8,15:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 16:00,2017,3,8,16:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 17:00,2017,3,8,17:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 18:00,2017,3,8,18:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 19:00,2017,3,8,19:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 20:00,2017,3,8,20:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 21:00,2017,3,8,21:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 22:00,2017,3,8,22:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-08 23:00,2017,3,8,23:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 00:00,2017,3,9,00:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 01:00,2017,3,9,01:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 02:00,2017,3,9,02:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 03:00,2017,3,9,03:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 04:00,2017,3,9,04:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 05:00,2017,3,9,05:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 06:00,2017,3,9,06:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 07:00,2017,3,9,07:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 08:00,2017,3,9,08:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 09:00,2017,3,9,09:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 10:00,2017,3,9,10:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 11:00,2017,3,9,11:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 12:00,2017,3,9,12:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 13:00,2017,3,9,13:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 14:00,2017,3,9,14:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 15:00,2017,3,9,15:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 16:00,2017,3,9,16:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 17:00,2017,3,9,17:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 18:00,2017,3,9,18:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 19:00,2017,3,9,19:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 20:00,2017,3,9,20:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 21:00,2017,3,9,21:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 22:00,2017,3,9,22:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-09 23:00,2017,3,9,23:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 00:00,2017,3,10,00:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 01:00,2017,3,10,01:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 02:00,2017,3,10,02:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 03:00,2017,3,10,03:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 04:00,2017,3,10,04:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 05:00,2017,3,10,05:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 06:00,2017,3,10,06:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 07:00,2017,3,10,07:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 08:00,2017,3,10,08:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 09:00,2017,3,10,09:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 10:00,2017,3,10,10:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 11:00,2017,3,10,11:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 12:00,2017,3,10,12:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 13:00,2017,3,10,13:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 14:00,2017,3,10,14:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 15:00,2017,3,10,15:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 16:00,2017,3,10,16:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 17:00,2017,3,10,17:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 18:00,2017,3,10,18:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 19:00,2017,3,10,19:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-03-10 20:00,2017,3,10,20:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
